chr	start	end
1	14400001	14500001
1	14500001	14600001
1	14600001	14700001
1	14700001	14800001
1	14800001	14900001
1	14900001	15000001
1	15000001	15100001
1	15100001	15200001
1	15200001	15300001
1	15300001	15400001
1	15400001	15500001
1	15500001	15600001
1	15600001	15700001
1	15700001	15800001
1	15800001	15900001
1	15900001	16000001
1	16000001	16100001
1	16100001	16200001
1	16200001	16300001
1	16300001	16400001
1	16400001	16500001
1	16500001	16600001
1	16600001	16700001
1	16700001	16800001
1	16800001	16900001
1	16900001	17000001
1	17000001	17100001
1	17100001	17200001
1	17200001	17300001
1	17300001	17400001
1	17400001	17500001
1	17500001	17600001
1	17600001	17700001
1	17700001	17800001
1	17800001	17900001
1	17900001	18000001
1	18000001	18100001
1	18100001	18200001
1	18200001	18300001
1	18300001	18400001
1	18400001	18500001
1	18500001	18600001
1	18600001	18700001
1	18700001	18800001
1	18800001	18900001
1	18900001	19000001
1	19000001	19100001
1	19100001	19200001
1	19200001	19300001
1	19300001	19400001
1	19400001	19500001
1	19500001	19600001
1	19600001	19700001
1	19700001	19800001
1	19800001	19900001
1	19900001	20000001
1	20000001	20100001
1	20100001	20200001
1	20200001	20300001
1	20300001	20400001
1	20400001	20500001
1	20500001	20600001
1	20600001	20700001
1	20700001	20800001
1	20800001	20900001
1	20900001	21000001
1	21000001	21100001
1	21100001	21200001
1	21200001	21300001
1	21300001	21400001
1	21400001	21500001
1	21500001	21600001
1	21600001	21700001
1	21700001	21800001
1	21800001	21900001
1	21900001	22000001
1	22000001	22100001
1	22100001	22200001
1	22200001	22300001
1	22300001	22400001
1	22400001	22500001
1	22500001	22600001
1	22600001	22700001
1	22700001	22800001
1	22800001	22900001
1	22900001	23000001
1	23000001	23100001
1	23100001	23200001
1	23200001	23300001
1	23300001	23400001
1	23400001	23500001
1	23500001	23600001
1	23600001	23700001
1	23700001	23800001
1	23800001	23900001
1	23900001	24000001
1	24000001	24100001
1	24100001	24200001
1	24200001	24300001
1	24300001	24400001
1	24400001	24500001
1	24500001	24600001
1	24600001	24700001
1	24700001	24800001
1	24800001	24900001
1	24900001	25000001
1	25000001	25100001
1	25100001	25200001
1	25200001	25300001
1	25300001	25400001
1	25400001	25500001
1	25500001	25600001
1	25600001	25700001
1	25700001	25800001
1	25800001	25900001
1	25900001	26000001
1	26000001	26100001
1	26100001	26200001
1	26200001	26300001
1	26300001	26400001
1	26400001	26500001
1	26500001	26600001
1	26600001	26700001
1	26700001	26800001
1	26800001	26900001
1	26900001	27000001
1	27000001	27100001
1	27100001	27200001
1	27200001	27300001
1	27300001	27400001
1	27400001	27500001
1	27500001	27600001
1	27600001	27700001
1	27700001	27800001
1	27800001	27900001
1	27900001	28000001
1	28000001	28100001
1	28100001	28200001
1	28200001	28300001
1	28300001	28400001
1	28400001	28500001
1	28500001	28600001
1	28600001	28700001
1	28700001	28800001
1	28800001	28900001
1	28900001	29000001
1	29000001	29100001
1	29100001	29200001
1	29200001	29300001
1	29300001	29400001
1	29400001	29500001
1	29500001	29600001
1	29600001	29700001
1	29700001	29800001
1	29800001	29900001
1	29900001	30000001
1	30000001	30100001
1	30100001	30200001
1	30200001	30300001
1	30300001	30400001
1	30400001	30500001
1	30500001	30600001
1	30600001	30700001
1	30700001	30800001
1	30800001	30900001
1	30900001	31000001
1	31000001	31100001
1	31100001	31200001
1	31200001	31300001
1	31300001	31400001
1	31400001	31500001
1	31500001	31600001
1	31600001	31700001
1	31700001	31800001
1	31800001	31900001
1	31900001	32000001
1	32000001	32100001
1	32100001	32200001
1	32200001	32300001
1	32300001	32400001
1	32400001	32500001
1	32500001	32600001
1	32600001	32700001
1	32700001	32800001
1	32800001	32900001
1	32900001	33000001
1	33000001	33100001
1	33100001	33200001
1	33200001	33300001
1	33300001	33400001
1	33400001	33500001
1	33500001	33600001
1	33600001	33700001
1	33700001	33800001
1	33800001	33900001
1	33900001	34000001
1	34000001	34100001
1	34100001	34200001
1	34200001	34300001
1	34300001	34400001
1	34400001	34500001
1	34500001	34600001
1	34600001	34700001
1	34700001	34800001
1	34800001	34900001
1	34900001	35000001
1	35000001	35100001
1	35100001	35200001
1	35200001	35300001
1	35300001	35400001
1	35400001	35500001
1	35500001	35600001
1	35600001	35700001
1	35700001	35800001
1	35800001	35900001
1	35900001	36000001
1	36000001	36100001
1	36100001	36200001
1	36200001	36300001
1	36300001	36400001
1	36400001	36500001
1	36500001	36600001
1	36600001	36700001
1	36700001	36800001
1	36800001	36900001
1	36900001	37000001
1	37000001	37100001
1	37100001	37200001
1	37200001	37300001
1	37300001	37400001
1	37400001	37500001
1	37500001	37600001
1	37600001	37700001
1	37700001	37800001
1	37800001	37900001
1	37900001	38000001
1	38000001	38100001
1	38100001	38200001
1	38200001	38300001
1	38300001	38400001
1	38400001	38500001
1	38500001	38600001
1	38600001	38700001
1	38700001	38800001
1	38800001	38900001
1	38900001	39000001
1	39000001	39100001
1	39100001	39200001
1	39200001	39300001
1	39300001	39400001
1	39400001	39500001
1	39500001	39600001
1	39600001	39700001
1	39700001	39800001
1	39800001	39900001
1	39900001	40000001
1	40000001	40100001
1	40100001	40200001
1	40200001	40300001
1	40300001	40400001
1	40400001	40500001
1	40500001	40600001
1	40600001	40700001
1	40700001	40800001
1	40800001	40900001
1	40900001	41000001
1	41000001	41100001
1	41100001	41200001
1	41200001	41300001
1	41300001	41400001
1	41400001	41500001
1	41500001	41600001
1	41600001	41700001
1	41700001	41800001
1	41800001	41900001
1	41900001	42000001
1	42000001	42100001
1	42100001	42200001
1	42200001	42300001
1	42300001	42400001
1	42400001	42500001
1	42500001	42600001
1	42600001	42700001
1	42700001	42800001
1	42800001	42900001
1	42900001	43000001
1	43000001	43100001
1	43100001	43200001
1	43200001	43300001
1	43300001	43400001
1	43400001	43500001
1	43500001	43600001
1	43600001	43700001
1	43700001	43800001
1	43800001	43900001
1	43900001	44000001
1	44000001	44100001
1	44100001	44200001
1	44200001	44300001
1	44300001	44400001
1	44400001	44500001
1	44500001	44600001
1	44600001	44700001
1	44700001	44800001
1	44800001	44900001
1	44900001	45000001
1	45000001	45100001
1	45100001	45200001
1	45200001	45300001
1	45300001	45400001
1	45400001	45500001
1	45500001	45600001
1	45600001	45700001
1	45700001	45800001
1	45800001	45900001
1	45900001	46000001
1	46000001	46100001
1	46100001	46200001
1	46200001	46300001
1	46300001	46400001
1	46400001	46500001
1	46500001	46600001
1	46600001	46700001
1	46700001	46800001
1	46800001	46900001
1	46900001	47000001
1	47000001	47100001
1	47100001	47200001
1	47200001	47300001
1	47300001	47400001
1	47400001	47500001
1	47500001	47600001
1	47600001	47700001
1	47700001	47800001
1	47800001	47900001
1	47900001	48000001
1	48000001	48100001
1	48100001	48200001
1	48200001	48300001
1	48300001	48400001
1	48400001	48500001
1	48500001	48600001
1	48600001	48700001
1	48700001	48800001
1	48800001	48900001
1	48900001	49000001
1	49000001	49100001
1	49100001	49200001
1	49200001	49300001
1	49300001	49400001
1	49400001	49500001
1	49500001	49600001
1	49600001	49700001
1	49700001	49800001
1	49800001	49900001
1	49900001	50000001
1	50000001	50100001
1	50100001	50200001
1	50200001	50300001
1	50300001	50400001
1	50400001	50500001
1	50500001	50600001
1	50600001	50700001
1	50700001	50800001
1	50800001	50900001
1	50900001	51000001
1	51000001	51100001
1	51100001	51200001
1	51200001	51300001
1	51300001	51400001
1	51400001	51500001
1	51500001	51600001
1	51600001	51700001
1	51700001	51800001
1	51800001	51900001
1	51900001	52000001
1	52000001	52100001
1	52100001	52200001
1	52200001	52300001
1	52300001	52400001
1	52400001	52500001
1	52500001	52600001
1	52600001	52700001
1	52700001	52800001
1	52800001	52900001
1	52900001	53000001
1	53000001	53100001
1	53100001	53200001
1	53200001	53300001
1	53300001	53400001
1	53400001	53500001
1	53500001	53600001
1	53600001	53700001
1	53700001	53800001
1	53800001	53900001
1	53900001	54000001
1	54000001	54100001
1	54100001	54200001
1	54200001	54300001
1	54300001	54400001
1	54400001	54500001
1	54500001	54600001
1	54600001	54700001
1	54700001	54800001
1	54800001	54900001
1	54900001	55000001
1	55000001	55100001
1	55100001	55200001
1	55200001	55300001
1	55300001	55400001
1	55400001	55500001
1	55500001	55600001
1	55600001	55700001
1	55700001	55800001
1	55800001	55900001
1	55900001	56000001
1	56000001	56100001
1	56100001	56200001
1	56200001	56300001
1	56300001	56400001
1	56400001	56500001
1	56500001	56600001
1	56600001	56700001
1	56700001	56800001
1	56800001	56900001
1	56900001	57000001
1	57000001	57100001
1	57100001	57200001
1	57200001	57300001
1	57300001	57400001
1	57400001	57500001
1	57500001	57600001
1	57600001	57700001
1	57700001	57800001
1	57800001	57900001
1	57900001	58000001
1	58000001	58100001
1	58100001	58200001
1	58200001	58300001
1	58300001	58400001
1	58400001	58500001
1	58500001	58600001
1	58600001	58700001
1	58700001	58800001
1	58800001	58900001
1	58900001	59000001
1	59000001	59100001
1	59100001	59200001
1	59200001	59300001
1	59300001	59400001
1	59400001	59500001
1	59500001	59600001
1	59600001	59700001
1	59700001	59800001
1	59800001	59900001
1	59900001	60000001
1	60000001	60100001
1	60100001	60200001
1	60200001	60300001
1	60300001	60400001
1	60400001	60500001
1	60500001	60600001
1	60600001	60700001
1	60700001	60800001
1	60800001	60900001
1	60900001	61000001
1	61000001	61100001
1	61100001	61200001
1	61200001	61300001
1	61300001	61400001
1	61400001	61500001
1	61500001	61600001
1	61600001	61700001
1	61700001	61800001
1	61800001	61900001
1	61900001	62000001
1	62000001	62100001
1	62100001	62200001
1	62200001	62300001
1	62300001	62400001
1	62400001	62500001
1	62500001	62600001
1	62600001	62700001
1	62700001	62800001
1	62800001	62900001
1	62900001	63000001
1	63000001	63100001
1	63100001	63200001
1	63200001	63300001
1	63300001	63400001
1	63400001	63500001
1	63500001	63600001
1	63600001	63700001
1	63700001	63800001
1	63800001	63900001
1	63900001	64000001
1	64000001	64100001
1	64100001	64200001
1	64200001	64300001
1	64300001	64400001
1	64400001	64500001
1	64500001	64600001
1	64600001	64700001
1	64700001	64800001
1	64800001	64900001
1	64900001	65000001
1	65000001	65100001
1	65100001	65200001
1	65200001	65300001
1	65300001	65400001
1	65400001	65500001
1	65500001	65600001
1	65600001	65700001
1	65700001	65800001
1	65800001	65900001
1	65900001	66000001
1	66000001	66100001
1	66100001	66200001
1	66200001	66300001
1	66300001	66400001
1	66400001	66500001
1	66500001	66600001
1	66600001	66700001
1	66700001	66800001
1	66800001	66900001
1	66900001	67000001
1	67000001	67100001
1	67100001	67200001
1	67200001	67300001
1	67300001	67400001
1	67400001	67500001
1	67500001	67600001
1	67600001	67700001
1	67700001	67800001
1	67800001	67900001
1	67900001	68000001
1	68000001	68100001
1	68100001	68200001
1	68200001	68300001
1	68300001	68400001
1	68400001	68500001
1	68500001	68600001
1	68600001	68700001
1	68700001	68800001
1	68800001	68900001
1	68900001	69000001
1	69000001	69100001
1	69100001	69200001
1	69200001	69300001
1	69300001	69400001
1	69400001	69500001
1	69500001	69600001
1	69600001	69700001
1	69700001	69800001
1	69800001	69900001
1	69900001	70000001
1	70000001	70100001
1	70100001	70200001
1	70200001	70300001
1	70300001	70400001
1	70400001	70500001
1	70500001	70600001
1	70600001	70700001
1	70700001	70800001
1	70800001	70900001
1	70900001	71000001
1	71000001	71100001
1	71100001	71200001
1	71200001	71300001
1	71300001	71400001
1	71400001	71500001
1	71500001	71600001
1	71600001	71700001
1	71700001	71800001
1	71800001	71900001
1	71900001	72000001
1	72000001	72100001
1	72100001	72200001
1	72200001	72300001
1	72300001	72400001
1	72400001	72500001
1	72500001	72600001
1	72600001	72700001
1	72700001	72800001
1	72800001	72900001
1	72900001	73000001
1	73000001	73100001
1	73100001	73200001
1	73200001	73300001
1	73300001	73400001
1	73400001	73500001
1	73500001	73600001
1	73600001	73700001
1	73700001	73800001
1	73800001	73900001
1	73900001	74000001
1	74000001	74100001
1	74100001	74200001
1	74200001	74300001
1	74300001	74400001
1	74400001	74500001
1	74500001	74600001
1	74600001	74700001
1	74700001	74800001
1	74800001	74900001
1	74900001	75000001
1	75000001	75100001
1	75100001	75200001
1	75200001	75300001
1	75300001	75400001
1	75400001	75500001
1	75500001	75600001
1	75600001	75700001
1	75700001	75800001
1	75800001	75900001
1	75900001	76000001
1	76000001	76100001
1	76100001	76200001
1	76200001	76300001
1	76300001	76400001
1	76400001	76500001
1	76500001	76600001
1	76600001	76700001
1	76700001	76800001
1	76800001	76900001
1	76900001	77000001
1	77000001	77100001
1	77100001	77200001
1	77200001	77300001
1	77300001	77400001
1	77400001	77500001
1	77500001	77600001
1	77600001	77700001
1	77700001	77800001
1	77800001	77900001
1	77900001	78000001
1	78000001	78100001
1	78100001	78200001
1	78200001	78300001
1	78300001	78400001
1	78400001	78500001
1	78500001	78600001
1	78600001	78700001
1	78700001	78800001
1	78800001	78900001
1	78900001	79000001
1	79000001	79100001
1	79100001	79200001
1	79200001	79300001
1	79300001	79400001
1	79400001	79500001
1	79500001	79600001
1	79600001	79700001
1	79700001	79800001
1	79800001	79900001
1	79900001	80000001
1	80000001	80100001
1	80100001	80200001
1	80200001	80300001
1	80300001	80400001
1	80400001	80500001
1	80500001	80600001
1	80600001	80700001
1	80700001	80800001
1	80800001	80900001
1	80900001	81000001
1	81000001	81100001
1	81100001	81200001
1	81200001	81300001
1	81300001	81400001
1	81400001	81500001
1	81500001	81600001
1	81600001	81700001
1	81700001	81800001
1	81800001	81900001
1	81900001	82000001
1	82000001	82100001
1	82100001	82200001
1	82200001	82300001
1	82300001	82400001
1	82400001	82500001
1	82500001	82600001
1	82600001	82700001
1	82700001	82800001
1	82800001	82900001
1	82900001	83000001
1	83000001	83100001
1	83100001	83200001
1	83200001	83300001
1	83300001	83400001
1	83400001	83500001
1	83500001	83600001
1	83600001	83700001
1	83700001	83800001
1	83800001	83900001
1	83900001	84000001
1	84000001	84100001
1	84100001	84200001
1	84200001	84300001
1	84300001	84400001
1	84400001	84500001
1	84500001	84600001
1	84600001	84700001
1	84700001	84800001
1	84800001	84900001
1	84900001	85000001
1	85000001	85100001
1	85100001	85200001
1	85200001	85300001
1	85300001	85400001
1	85400001	85500001
1	85500001	85600001
1	85600001	85700001
1	85700001	85800001
1	85800001	85900001
1	85900001	86000001
1	86000001	86100001
1	86100001	86200001
1	86200001	86300001
1	86300001	86400001
1	86400001	86500001
1	86500001	86600001
1	86600001	86700001
1	86700001	86800001
1	86800001	86900001
1	86900001	87000001
1	87000001	87100001
1	87100001	87200001
1	87200001	87300001
1	87300001	87400001
1	87400001	87500001
1	87500001	87600001
1	87600001	87700001
1	87700001	87800001
1	87800001	87900001
1	87900001	88000001
1	88000001	88100001
1	88100001	88200001
1	88200001	88300001
1	88300001	88400001
1	88400001	88500001
1	88500001	88600001
1	88600001	88700001
1	88700001	88800001
1	88800001	88900001
1	88900001	89000001
1	89000001	89100001
1	89100001	89200001
1	89200001	89300001
1	89300001	89400001
1	89400001	89500001
1	89500001	89600001
1	89600001	89700001
1	89700001	89800001
1	89800001	89900001
1	89900001	90000001
1	90000001	90100001
1	90100001	90200001
1	90200001	90300001
1	90300001	90400001
1	90400001	90500001
1	90500001	90600001
1	90600001	90700001
1	90700001	90800001
1	90800001	90900001
1	90900001	91000001
1	91000001	91100001
1	91100001	91200001
1	91200001	91300001
1	91300001	91400001
1	91400001	91500001
1	91500001	91600001
1	91600001	91700001
1	91700001	91800001
1	91800001	91900001
1	91900001	92000001
1	92000001	92100001
1	92100001	92200001
1	92200001	92300001
1	92300001	92400001
1	92400001	92500001
1	92500001	92600001
1	92600001	92700001
1	92700001	92800001
1	92800001	92900001
1	92900001	93000001
1	93000001	93100001
1	93100001	93200001
1	93200001	93300001
1	93300001	93400001
1	93400001	93500001
1	93500001	93600001
1	93600001	93700001
1	93700001	93800001
1	93800001	93900001
1	93900001	94000001
1	94000001	94100001
1	94100001	94200001
1	94200001	94300001
1	94300001	94400001
1	94400001	94500001
1	94500001	94600001
1	94600001	94700001
1	94700001	94800001
1	94800001	94900001
1	94900001	95000001
1	95000001	95100001
1	95100001	95200001
1	95200001	95300001
1	95300001	95400001
1	95400001	95500001
1	95500001	95600001
1	95600001	95700001
1	95700001	95800001
1	95800001	95900001
1	95900001	96000001
1	96000001	96100001
1	96100001	96200001
1	96200001	96300001
1	96300001	96400001
1	96400001	96500001
1	96500001	96600001
1	96600001	96700001
1	96700001	96800001
1	96800001	96900001
1	96900001	97000001
1	97000001	97100001
1	97100001	97200001
1	97200001	97300001
1	97300001	97400001
1	97400001	97500001
1	97500001	97600001
1	97600001	97700001
1	97700001	97800001
1	97800001	97900001
1	97900001	98000001
1	98000001	98100001
1	98100001	98200001
1	98200001	98300001
1	98300001	98400001
1	98400001	98500001
1	98500001	98600001
1	98600001	98700001
1	98700001	98800001
1	98800001	98900001
1	98900001	99000001
1	99000001	99100001
1	99100001	99200001
1	99200001	99300001
1	99300001	99400001
1	99400001	99500001
1	99500001	99600001
1	99600001	99700001
1	99700001	99800001
1	99800001	99900001
1	99900001	100000001
1	100000001	100100001
1	100100001	100200001
1	100200001	100300001
1	100300001	100400001
1	100400001	100500001
1	100500001	100600001
1	100600001	100700001
1	100700001	100800001
1	100800001	100900001
1	100900001	101000001
1	101000001	101100001
1	101100001	101200001
1	101200001	101300001
1	101300001	101400001
1	101400001	101500001
1	101500001	101600001
1	101600001	101700001
1	101700001	101800001
1	101800001	101900001
1	101900001	102000001
1	102000001	102100001
1	102100001	102200001
1	102200001	102300001
1	102300001	102400001
1	102400001	102500001
1	102500001	102600001
1	102600001	102700001
1	102700001	102800001
1	102800001	102900001
1	102900001	103000001
1	103000001	103100001
1	103100001	103200001
1	103200001	103300001
1	103300001	103400001
1	103400001	103500001
1	103500001	103600001
1	103600001	103700001
1	103700001	103800001
1	103800001	103900001
1	103900001	104000001
1	104000001	104100001
1	104100001	104200001
1	104200001	104300001
1	104300001	104400001
1	104400001	104500001
1	104500001	104600001
1	104600001	104700001
1	104700001	104800001
1	104800001	104900001
1	104900001	105000001
1	105000001	105100001
1	105100001	105200001
1	105200001	105300001
1	105300001	105400001
1	105400001	105500001
1	105500001	105600001
1	105600001	105700001
1	105700001	105800001
1	105800001	105900001
1	105900001	106000001
1	106000001	106100001
1	106100001	106200001
1	106200001	106300001
1	106300001	106400001
1	106400001	106500001
1	106500001	106600001
1	106600001	106700001
1	106700001	106800001
1	106800001	106900001
1	106900001	107000001
1	107000001	107100001
1	107100001	107200001
1	107200001	107300001
1	107300001	107400001
1	107400001	107500001
1	107500001	107600001
1	107600001	107700001
1	107700001	107800001
1	107800001	107900001
1	107900001	108000001
1	108000001	108100001
1	108100001	108200001
1	108200001	108300001
1	108300001	108400001
1	108400001	108500001
1	108500001	108600001
1	108600001	108700001
1	108700001	108800001
1	108800001	108900001
1	108900001	109000001
1	109000001	109100001
1	109100001	109200001
1	109200001	109300001
1	109300001	109400001
1	109400001	109500001
1	109500001	109600001
1	109600001	109700001
1	109700001	109800001
1	109800001	109900001
1	109900001	110000001
1	110000001	110100001
1	110100001	110200001
1	110200001	110300001
1	110300001	110400001
1	110400001	110500001
1	110500001	110600001
1	110600001	110700001
1	110700001	110800001
1	110800001	110900001
1	110900001	111000001
1	111000001	111100001
1	111100001	111200001
1	111200001	111300001
1	111300001	111400001
1	111400001	111500001
1	111500001	111600001
1	111600001	111700001
1	111700001	111800001
1	111800001	111900001
1	111900001	112000001
1	112000001	112100001
1	112100001	112200001
1	112200001	112300001
1	112300001	112400001
1	112400001	112500001
1	112500001	112600001
1	112600001	112700001
1	112700001	112800001
1	112800001	112900001
1	112900001	113000001
1	113000001	113100001
1	113100001	113200001
1	113200001	113300001
1	113300001	113400001
1	113400001	113500001
1	113500001	113600001
1	113600001	113700001
1	113700001	113800001
1	113800001	113900001
1	113900001	114000001
1	114000001	114100001
1	114100001	114200001
1	114200001	114300001
1	114300001	114400001
1	114400001	114500001
1	114500001	114600001
1	114600001	114700001
1	114700001	114800001
1	114800001	114900001
1	114900001	115000001
1	115000001	115100001
1	115100001	115200001
1	115200001	115300001
1	115300001	115400001
1	115400001	115500001
1	115500001	115600001
1	115600001	115700001
1	115700001	115800001
1	115800001	115900001
1	115900001	116000001
1	116000001	116100001
1	116100001	116200001
1	116200001	116300001
1	116300001	116400001
1	116400001	116500001
1	116500001	116600001
1	116600001	116700001
1	116700001	116800001
1	116800001	116900001
1	116900001	117000001
1	117000001	117100001
1	117100001	117200001
1	117200001	117300001
1	117300001	117400001
1	117400001	117500001
1	117500001	117600001
1	117600001	117700001
1	117700001	117800001
1	117800001	117900001
1	117900001	118000001
1	118000001	118100001
1	118100001	118200001
1	118200001	118300001
1	118300001	118400001
1	118400001	118500001
1	118500001	118600001
1	118600001	118700001
1	118700001	118800001
1	118800001	118900001
1	118900001	119000001
1	119000001	119100001
1	119100001	119200001
1	119200001	119300001
1	119300001	119400001
1	119400001	119500001
1	119500001	119600001
1	119600001	119700001
1	119700001	119800001
1	119800001	119900001
1	119900001	120000001
1	120000001	120100001
1	120100001	120200001
1	120200001	120300001
1	120300001	120400001
1	120400001	120500001
1	120500001	120600001
1	120600001	120700001
1	120700001	120800001
1	120800001	120900001
1	120900001	121000001
1	121000001	121100001
1	121100001	121200001
1	121200001	121300001
1	121300001	121400001
1	121400001	121500001
1	121500001	121600001
1	121600001	121700001
1	121700001	121800001
1	121800001	121900001
1	121900001	122000001
1	122000001	122100001
1	122100001	122200001
1	122200001	122300001
1	122300001	122400001
1	122400001	122500001
1	122500001	122600001
1	122600001	122700001
1	122700001	122800001
1	122800001	122900001
1	122900001	123000001
1	123000001	123100001
1	123100001	123200001
1	123200001	123300001
1	123300001	123400001
1	123400001	123500001
1	123500001	123600001
1	123600001	123700001
1	123700001	123800001
1	123800001	123900001
1	123900001	124000001
1	124000001	124100001
1	124100001	124200001
1	124200001	124300001
1	124300001	124400001
1	124400001	124500001
1	124500001	124600001
1	124600001	124700001
1	124700001	124800001
1	124800001	124900001
1	124900001	125000001
1	125000001	125100001
1	125100001	125200001
1	125200001	125300001
1	125300001	125400001
1	125400001	125500001
1	125500001	125600001
1	125600001	125700001
1	125700001	125800001
1	125800001	125900001
1	125900001	126000001
1	126000001	126100001
1	126100001	126200001
1	126200001	126300001
1	126300001	126400001
1	126400001	126500001
1	126500001	126600001
1	126600001	126700001
1	126700001	126800001
1	126800001	126900001
1	126900001	127000001
1	127000001	127100001
1	127100001	127200001
1	127200001	127300001
1	127300001	127400001
1	127400001	127500001
1	127500001	127600001
1	127600001	127700001
1	127700001	127800001
1	127800001	127900001
1	127900001	128000001
1	128000001	128100001
1	128100001	128200001
1	128200001	128300001
1	128300001	128400001
1	128400001	128500001
1	128500001	128600001
1	128600001	128700001
1	128700001	128800001
1	128800001	128900001
1	128900001	129000001
1	129000001	129100001
1	129100001	129200001
1	129200001	129300001
1	129300001	129400001
1	129400001	129500001
1	129500001	129600001
1	129600001	129700001
1	129700001	129800001
1	129800001	129900001
1	129900001	130000001
1	130000001	130100001
1	130100001	130200001
1	130200001	130300001
1	130300001	130400001
1	130400001	130500001
1	130500001	130600001
1	130600001	130700001
1	130700001	130800001
1	130800001	130900001
1	130900001	131000001
1	131000001	131100001
1	131100001	131200001
1	131200001	131300001
1	131300001	131400001
1	131400001	131500001
1	131500001	131600001
1	131600001	131700001
1	131700001	131800001
1	131800001	131900001
1	131900001	132000001
1	132000001	132100001
1	132100001	132200001
1	132200001	132300001
1	132300001	132400001
1	132400001	132500001
1	132500001	132600001
1	132600001	132700001
1	132700001	132800001
1	132800001	132900001
1	132900001	133000001
1	133000001	133100001
1	133100001	133200001
1	133200001	133300001
1	133300001	133400001
1	133400001	133500001
1	133500001	133600001
1	133600001	133700001
1	133700001	133800001
1	133800001	133900001
1	133900001	134000001
1	134000001	134100001
1	134100001	134200001
1	134200001	134300001
1	134300001	134400001
1	134400001	134500001
1	134500001	134600001
1	134600001	134700001
1	134700001	134800001
1	134800001	134900001
1	134900001	135000001
1	135000001	135100001
1	135100001	135200001
1	135200001	135300001
1	135300001	135400001
1	135400001	135500001
1	135500001	135600001
1	135600001	135700001
1	135700001	135800001
1	135800001	135900001
1	135900001	136000001
1	136000001	136100001
1	136100001	136200001
1	136200001	136300001
1	136300001	136400001
1	136400001	136500001
1	136500001	136600001
1	136600001	136700001
1	136700001	136800001
1	136800001	136900001
1	136900001	137000001
1	137000001	137100001
1	137100001	137200001
1	137200001	137300001
1	137300001	137400001
1	137400001	137500001
1	137500001	137600001
1	137600001	137700001
1	137700001	137800001
1	137800001	137900001
1	137900001	138000001
1	138000001	138100001
1	138100001	138200001
1	138200001	138300001
1	138300001	138400001
1	138400001	138500001
1	138500001	138600001
1	138600001	138700001
1	138700001	138800001
1	138800001	138900001
1	138900001	139000001
1	139000001	139100001
1	139100001	139200001
1	139200001	139300001
1	139300001	139400001
1	139400001	139500001
1	139500001	139600001
1	139600001	139700001
1	139700001	139800001
1	139800001	139900001
1	139900001	140000001
